"customer_id","prospect_id","onboarding_date"
2357,103767,"2025-10-20"
2358,103768,"2025-03-27"
2359,103769,"2025-03-23"
2360,103771,"2025-12-18"
2361,103773,"2026-01-28"
2362,103774,"2025-05-16"
2363,103775,"2025-05-13"
2364,103777,"2026-01-29"
2365,103778,"2025-05-20"
2366,103779,"2025-04-09"
2367,103781,"2025-09-10"
2368,103782,"2025-11-16"
2369,103783,"2025-07-10"
2370,103784,"2025-03-25"
2371,103786,"2025-12-12"
2372,103787,"2025-03-04"
2373,103792,"2025-08-05"
2374,103793,"2025-03-09"
2375,103797,"2025-08-07"
2376,103798,"2025-08-25"
2377,103799,"2025-08-21"
2378,103800,"2026-02-11"
2379,103801,"2025-03-06"
2380,103802,"2025-04-27"
2381,103803,"2025-02-28"
2382,103806,"2025-11-19"
2383,103808,"2025-08-15"
2384,103809,"2025-04-01"
2385,103810,"2025-04-01"
2386,103812,"2025-10-23"
2387,103813,"2025-12-10"
2388,103816,"2025-09-26"
2389,103817,"2025-06-03"
2390,103819,"2026-02-08"
2391,103820,"2025-08-11"
2392,103822,"2025-03-21"
2393,103823,"2025-12-30"
2394,103824,"2025-09-28"
2395,103825,"2025-03-14"
2396,103826,"2025-04-14"
2397,103829,"2026-02-03"
2398,103830,"2025-06-25"
2399,103831,"2025-06-09"
2400,103832,"2025-08-12"
2401,103833,"2025-06-18"
2402,103834,"2026-02-22"
2403,103836,"2025-04-24"
2404,103837,"2025-05-12"
2405,103838,"2025-09-22"
2406,103839,"2025-07-06"
2407,103840,"2025-06-14"
2408,103842,"2025-05-29"
2409,103846,"2025-11-16"
2410,103847,"2025-07-25"
2411,103852,"2025-03-10"
2412,103853,"2025-06-28"
2413,103854,"2025-07-30"
2414,103855,"2025-04-25"
2415,103856,"2026-01-01"
2416,103857,"2025-06-29"
2417,103858,"2025-10-29"
2418,103859,"2025-06-13"
2419,103860,"2025-12-20"
2420,103861,"2025-11-22"
2421,103862,"2025-04-04"
2422,103863,"2025-05-15"
2423,103864,"2025-08-06"
2424,103865,"2025-03-06"
2425,103866,"2025-09-27"
2426,103868,"2025-05-06"
2427,103872,"2025-09-18"
2428,103873,"2025-05-25"
2429,103874,"2025-08-22"
2430,103876,"2025-03-29"
2431,103877,"2025-07-11"
2432,103878,"2025-04-27"
2433,103879,"2025-09-29"
2434,103880,"2025-09-21"
2435,103881,"2025-03-31"
2436,103882,"2026-02-01"
2437,103886,"2026-01-07"
2438,103887,"2025-11-30"
2439,103888,"2025-09-28"
2440,103889,"2025-06-23"
2441,103891,"2025-12-24"
2442,103894,"2025-12-30"
2443,103895,"2025-04-10"
2444,103896,"2025-12-24"
2445,103897,"2025-08-02"
2446,103899,"2025-12-13"
2447,103900,"2025-04-17"
2448,103901,"2025-03-14"
2449,103903,"2025-08-15"
2450,103906,"2025-02-23"
2451,103907,"2025-05-17"
2452,103908,"2025-02-26"
2453,103909,"2025-03-19"
2454,103910,"2025-03-08"
2455,103911,"2025-07-28"
2456,103912,"2026-01-14"
2457,103915,"2025-10-25"
2458,103916,"2025-09-12"
2459,103917,"2025-07-29"
2460,103918,"2025-04-03"
2461,103919,"2025-11-19"
2462,103920,"2025-05-11"
2463,103921,"2025-10-22"
2464,103925,"2025-12-03"
2465,103926,"2025-11-16"
2466,103927,"2025-06-13"
2467,103928,"2025-12-18"
2468,103929,"2025-04-07"
2469,103930,"2025-05-03"
2470,103932,"2025-06-30"
2471,103933,"2025-12-07"
2472,103934,"2025-04-04"
2473,103936,"2025-08-24"
2474,103939,"2025-08-09"
2475,103940,"2025-10-28"
2476,103942,"2025-06-27"
2477,103943,"2025-10-19"
2478,103947,"2025-04-23"
2479,103948,"2025-11-07"
2480,103950,"2025-12-26"
2481,103951,"2025-07-25"
2482,103953,"2025-09-24"
2483,103955,"2025-06-01"
2484,103956,"2025-07-22"
2485,103958,"2026-01-04"
2486,103961,"2025-06-10"
2487,103964,"2025-06-13"
2488,103965,"2025-10-23"
2489,103966,"2025-08-06"
2490,103967,"2025-11-28"
2491,103968,"2025-03-12"
2492,103969,"2025-06-30"
2493,103972,"2025-10-03"
2494,103975,"2025-10-04"
2495,103976,"2025-07-04"
2496,103979,"2025-06-30"
2497,103982,"2025-08-28"
2498,103983,"2025-11-25"
2499,103984,"2025-07-27"
2500,103985,"2026-02-17"
2501,103987,"2025-06-07"
2502,103988,"2025-08-07"
2503,103991,"2025-05-23"
2504,103992,"2025-05-18"
2505,103994,"2026-02-13"
2506,103996,"2025-03-29"
2507,103997,"2025-03-07"
2508,103998,"2025-07-28"
2509,104000,"2025-03-12"
2510,104001,"2026-02-14"
2511,104002,"2025-10-26"
2512,104009,"2026-01-19"
2513,104010,"2025-05-01"
2514,104013,"2025-12-05"
2515,104014,"2025-12-04"
2516,104015,"2025-09-30"
2517,104016,"2026-01-25"
2518,104019,"2025-06-05"
2519,104020,"2025-09-14"
2520,104021,"2025-07-23"
2521,104022,"2025-11-30"
2522,104023,"2025-08-18"
2523,104024,"2025-05-04"
2524,104027,"2025-06-11"
2525,104028,"2025-08-22"
2526,104030,"2025-07-25"
2527,104031,"2025-07-19"
2528,104033,"2025-09-06"
2529,104034,"2025-06-29"
2530,104036,"2025-10-17"
2531,104037,"2025-05-11"
2532,104038,"2026-01-31"
2533,104039,"2026-02-16"
2534,104040,"2025-08-18"
2535,104042,"2026-01-27"
2536,104045,"2025-05-26"
2537,104046,"2025-11-10"
2538,104047,"2025-03-18"
2539,104048,"2025-07-26"
2540,104049,"2025-08-01"
2541,104050,"2025-03-25"
2542,104053,"2025-11-19"
2543,104057,"2025-03-02"
2544,104059,"2025-10-29"
2545,104061,"2025-07-08"
2546,104062,"2025-04-09"
2547,104063,"2025-09-24"
2548,104064,"2025-09-21"
2549,104065,"2025-03-13"
2550,104067,"2025-07-02"
2551,104068,"2025-08-27"
2552,104069,"2025-09-19"
2553,104070,"2025-11-05"
2554,104071,"2025-10-12"
2555,104072,"2026-01-31"
2556,104073,"2025-09-06"
2557,104074,"2026-02-19"
2558,104077,"2025-12-12"
2559,104078,"2026-01-13"
2560,104080,"2025-09-20"
2561,104082,"2025-11-22"
2562,104083,"2025-06-29"
2563,104084,"2026-02-03"
2564,104087,"2026-01-10"
2565,104088,"2025-08-07"
2566,104090,"2025-09-25"
2567,104091,"2025-10-23"
2568,104092,"2025-12-09"
2569,104094,"2025-07-01"
2570,104095,"2025-12-04"
2571,104096,"2025-10-19"
2572,104097,"2026-02-15"
2573,104100,"2025-10-05"
2574,104105,"2025-05-01"
2575,104107,"2025-09-12"
2576,104109,"2025-07-02"
2577,104110,"2025-03-18"
2578,104111,"2025-03-24"
2579,104112,"2025-09-29"
2580,104113,"2025-07-09"
2581,104115,"2025-11-06"
2582,104117,"2025-07-18"
2583,104118,"2025-09-09"
2584,104119,"2025-11-12"
2585,104120,"2026-01-15"
2586,104121,"2025-07-13"
2587,104122,"2026-02-22"
2588,104123,"2025-09-25"
2589,104125,"2026-01-20"
2590,104126,"2025-04-28"
2591,104127,"2025-02-28"
2592,104129,"2026-01-12"
2593,104132,"2025-09-01"
2594,104133,"2025-11-15"
2595,104135,"2025-12-08"
2596,104136,"2025-12-16"
2597,104137,"2025-05-30"
2598,104138,"2025-08-17"
2599,104139,"2025-04-14"
2600,104142,"2025-03-05"
2601,104143,"2025-11-27"
2602,104144,"2025-05-01"
2603,104145,"2025-12-04"
2604,104146,"2025-12-23"
2605,104147,"2025-03-18"
2606,104148,"2025-12-05"
2607,104149,"2026-01-20"
2608,104150,"2025-03-16"
2609,104151,"2025-08-26"
2610,104152,"2025-09-06"
2611,104153,"2025-05-18"
2612,104155,"2025-10-29"
2613,104156,"2025-05-17"
2614,104158,"2025-07-04"
2615,104161,"2025-09-11"
2616,104162,"2025-10-30"
2617,104163,"2025-05-19"
2618,104166,"2025-09-16"
2619,104168,"2026-01-26"
2620,104169,"2025-07-09"
2621,104171,"2025-08-15"
2622,104173,"2025-09-18"
2623,104174,"2025-12-29"
2624,104175,"2025-07-09"
2625,104178,"2025-08-11"
2626,104179,"2025-08-28"
2627,104180,"2025-03-26"
2628,104181,"2025-12-20"
2629,104184,"2025-07-31"
2630,104185,"2025-05-23"
2631,104186,"2025-08-13"
2632,104188,"2025-06-14"
2633,104189,"2025-05-23"
2634,104190,"2025-11-02"
2635,104192,"2025-11-23"
2636,104193,"2025-07-31"
2637,104194,"2025-11-14"
2638,104195,"2025-08-23"
2639,104196,"2025-07-06"
2640,104197,"2025-05-27"
2641,104199,"2025-03-21"
2642,104206,"2025-06-05"
2643,104208,"2025-11-07"
2644,104211,"2025-12-07"
2645,104212,"2025-08-09"
2646,104213,"2025-04-28"
2647,104216,"2025-08-04"
2648,104218,"2025-07-02"
2649,104219,"2026-01-24"
2650,104223,"2025-10-06"
2651,104225,"2025-04-25"
2652,104226,"2025-12-01"
2653,104231,"2025-12-29"
2654,104232,"2025-03-13"
2655,104234,"2026-01-28"
2656,104235,"2026-01-06"
2657,104236,"2025-09-13"
2658,104237,"2025-09-21"
2659,104239,"2025-05-30"
2660,104240,"2026-02-10"
2661,104241,"2025-11-15"
2662,104244,"2025-10-13"
2663,104246,"2025-12-04"
2664,104249,"2025-10-09"
2665,104250,"2026-02-05"
2666,104251,"2026-01-26"
2667,104252,"2025-06-02"
2668,104254,"2025-03-19"
2669,104255,"2025-11-26"
2670,104256,"2025-05-24"
2671,104257,"2025-05-31"
2672,104259,"2025-03-19"
2673,104260,"2025-06-14"
2674,104263,"2025-06-24"
2675,104264,"2025-07-11"
2676,104265,"2026-01-28"
2677,104268,"2025-03-28"
2678,104269,"2025-05-02"
2679,104272,"2026-01-29"
2680,104273,"2026-01-02"
2681,104274,"2026-02-19"
2682,104275,"2025-07-26"
2683,104276,"2025-10-12"
2684,104278,"2025-04-24"
2685,104279,"2025-03-19"
2686,104281,"2025-10-19"
2687,104282,"2025-02-25"
2688,104283,"2025-08-15"
2689,104285,"2025-08-09"
2690,104286,"2025-08-05"
2691,104288,"2026-01-02"
2692,104289,"2025-10-25"
2693,104290,"2025-04-05"
2694,104291,"2025-07-23"
2695,104292,"2025-06-17"
2696,104295,"2025-05-26"
2697,104298,"2025-07-20"
2698,104299,"2025-04-03"
2699,104300,"2025-05-07"
2700,104302,"2025-05-23"
2701,104304,"2025-05-26"
2702,104306,"2025-07-28"
2703,104311,"2025-11-27"
2704,104313,"2025-11-17"
2705,104317,"2025-09-05"
2706,104318,"2025-07-05"
2707,104319,"2025-12-14"
2708,104320,"2025-10-29"
2709,104321,"2025-10-20"
2710,104322,"2026-02-08"
2711,104325,"2025-03-18"
2712,104327,"2025-10-25"
2713,104330,"2025-03-17"
2714,104332,"2025-06-27"
2715,104333,"2025-07-27"
2716,104334,"2025-08-09"
2717,104336,"2025-11-05"
2718,104337,"2025-05-21"
2719,104338,"2025-09-26"
2720,104339,"2026-01-13"
2721,104342,"2025-07-24"
2722,104344,"2025-03-30"
2723,104347,"2025-03-12"
2724,104349,"2025-04-17"
2725,104350,"2025-12-25"
2726,104351,"2025-10-20"
2727,104352,"2025-06-17"
2728,104353,"2025-11-08"
2729,104354,"2025-11-27"
2730,104355,"2025-08-08"
2731,104356,"2026-02-13"
2732,104357,"2025-12-30"
2733,104358,"2026-01-28"
2734,104359,"2026-01-03"
2735,104360,"2025-10-09"
2736,104361,"2025-05-01"
2737,104362,"2025-10-06"
2738,104363,"2025-07-21"
2739,104364,"2026-01-17"
2740,104369,"2025-04-03"
2741,104370,"2025-03-05"
2742,104372,"2025-07-26"
2743,104374,"2025-03-13"
2744,104376,"2025-11-09"
2745,104377,"2025-10-21"
2746,104378,"2026-02-07"
2747,104380,"2025-09-14"
2748,104381,"2025-04-08"
2749,104384,"2025-11-10"
2750,104385,"2025-04-17"
2751,104386,"2025-10-15"
2752,104387,"2025-09-22"
2753,104389,"2025-03-21"
2754,104390,"2025-06-16"
2755,104391,"2025-04-10"
2756,104395,"2025-12-27"
2757,104397,"2025-07-23"
2758,104399,"2025-07-26"
2759,104400,"2025-05-15"
2760,104403,"2025-07-12"
2761,104405,"2026-01-29"
2762,104408,"2025-09-21"
2763,104409,"2025-04-02"
2764,104412,"2025-06-14"
2765,104414,"2026-02-20"
2766,104415,"2025-03-27"
2767,104417,"2025-10-29"
2768,104418,"2025-03-08"
2769,104419,"2025-12-16"
2770,104420,"2025-06-14"
2771,104422,"2025-09-30"
2772,104423,"2025-06-05"
2773,104424,"2025-12-13"
2774,104425,"2025-05-11"
2775,104426,"2025-09-22"
2776,104429,"2025-03-03"
2777,104431,"2025-04-03"
2778,104435,"2025-06-04"
2779,104436,"2026-01-27"
2780,104439,"2026-02-21"
2781,104440,"2025-09-12"
2782,104441,"2025-08-24"
2783,104442,"2025-08-21"
2784,104443,"2025-10-17"
2785,104444,"2025-11-05"
2786,104447,"2025-10-22"
2787,104448,"2025-10-02"
2788,104449,"2025-07-24"
2789,104450,"2025-07-09"
2790,104451,"2025-09-20"
2791,104452,"2025-12-22"
2792,104453,"2025-04-17"
2793,104454,"2025-10-09"
2794,104456,"2025-12-15"
2795,104459,"2025-07-11"
2796,104460,"2025-09-08"
2797,104462,"2025-09-07"
2798,104463,"2026-02-07"
2799,104464,"2025-12-26"
2800,104469,"2025-08-07"
2801,104470,"2026-01-07"
2802,104471,"2025-07-11"
2803,104472,"2025-09-05"
2804,104474,"2026-02-02"
2805,104475,"2025-03-23"
2806,104476,"2025-12-30"
2807,104477,"2025-10-18"
2808,104478,"2025-12-18"
2809,104483,"2025-03-18"
2810,104485,"2025-08-19"
2811,104489,"2025-06-16"
2812,104490,"2026-01-12"
2813,104491,"2025-04-14"
2814,104492,"2025-05-11"
2815,104493,"2025-06-14"
2816,104496,"2026-01-20"
2817,104497,"2025-07-08"
2818,104498,"2025-08-15"
2819,104499,"2025-05-23"
2820,104500,"2025-07-26"
2821,104501,"2025-10-01"
2822,104503,"2025-12-06"
2823,104504,"2025-10-10"
2824,104505,"2025-10-11"
2825,104507,"2026-01-08"
2826,104509,"2025-04-14"
2827,104511,"2026-01-02"
2828,104514,"2025-03-19"
2829,104516,"2025-10-03"
2830,104517,"2025-05-13"
2831,104518,"2025-05-15"
2832,104519,"2025-05-08"
2833,104521,"2025-03-09"
2834,104522,"2025-05-24"
2835,104524,"2025-05-25"
2836,104525,"2025-10-27"
2837,104526,"2025-03-23"
2838,104527,"2025-06-14"
2839,104530,"2025-07-12"
2840,104531,"2025-07-12"
2841,104534,"2025-07-07"
2842,104537,"2025-08-02"
2843,104538,"2025-09-02"
2844,104539,"2025-09-13"
2845,104541,"2025-09-22"
2846,104543,"2025-06-15"
2847,104545,"2026-02-15"
2848,104546,"2025-12-15"
2849,104547,"2025-07-23"
2850,104548,"2025-10-12"
2851,104549,"2025-11-15"
2852,104552,"2025-08-25"
2853,104555,"2025-12-11"
2854,104556,"2025-10-17"
2855,104559,"2026-01-27"
2856,104561,"2026-01-24"
2857,104562,"2026-01-20"
2858,104567,"2025-05-13"
2859,104568,"2025-03-19"
2860,104569,"2025-03-31"
2861,104570,"2025-08-13"
2862,104571,"2025-06-29"
2863,104572,"2025-11-14"
2864,104573,"2026-02-23"
2865,104574,"2025-03-13"
2866,104576,"2025-09-27"
2867,104577,"2025-10-22"
2868,104581,"2026-02-15"
2869,104582,"2025-04-02"
2870,104583,"2025-04-22"
2871,104585,"2025-12-09"
2872,104587,"2025-09-07"
2873,104588,"2025-06-14"
2874,104589,"2025-09-21"
2875,104590,"2025-12-24"
2876,104591,"2025-05-17"
2877,104593,"2025-08-09"
2878,104595,"2025-07-22"
2879,104596,"2025-03-13"
2880,104597,"2025-10-16"
2881,104598,"2025-09-29"
2882,104600,"2025-11-05"
2883,104601,"2025-04-28"
2884,104602,"2025-10-22"
2885,104604,"2025-06-25"
2886,104606,"2025-03-23"
2887,104607,"2025-03-11"
2888,104608,"2025-05-23"
2889,104610,"2026-02-17"
2890,104613,"2025-12-19"
2891,104615,"2025-09-14"
2892,104619,"2025-08-29"
2893,104620,"2025-05-20"
2894,104621,"2025-05-15"
2895,104622,"2025-08-27"
2896,104625,"2025-06-21"
2897,104626,"2025-06-16"
2898,104627,"2025-02-24"
2899,104631,"2025-09-28"
2900,104635,"2025-12-29"
2901,104636,"2025-04-22"
2902,104637,"2025-07-28"
2903,104638,"2025-11-06"
2904,104640,"2025-10-29"
2905,104641,"2025-08-03"
2906,104642,"2025-09-16"
2907,104643,"2025-08-28"
2908,104644,"2025-09-27"
2909,104646,"2026-02-07"
2910,104647,"2025-12-26"
2911,104648,"2025-08-04"
2912,104649,"2025-11-18"
2913,104650,"2025-09-26"
2914,104651,"2025-04-22"
2915,104652,"2025-06-01"
2916,104654,"2025-04-05"
2917,104655,"2025-06-17"
2918,104656,"2025-04-27"
2919,104662,"2025-08-20"
2920,104663,"2025-07-10"
2921,104664,"2026-02-11"
2922,104665,"2025-06-19"
2923,104670,"2025-09-24"
2924,104671,"2026-02-01"
2925,104672,"2025-02-27"
2926,104673,"2025-10-22"
2927,104674,"2025-11-03"
2928,104675,"2025-06-29"
2929,104677,"2025-09-27"
2930,104680,"2026-02-23"
2931,104681,"2025-05-12"
2932,104682,"2025-06-14"
2933,104683,"2026-01-24"
2934,104684,"2025-10-20"
2935,104685,"2025-07-26"
2936,104686,"2025-08-01"
2937,104688,"2025-05-29"
2938,104689,"2025-10-27"
2939,104690,"2025-12-22"
2940,104693,"2026-01-02"
2941,104694,"2025-04-19"
2942,104695,"2026-01-07"
2943,104696,"2025-06-02"
2944,104697,"2025-10-02"
2945,104698,"2025-09-01"
2946,104700,"2025-04-10"
2947,104701,"2025-03-19"
2948,104702,"2025-09-23"
2949,104703,"2025-11-07"
2950,104705,"2025-10-20"
2951,104706,"2026-01-29"
2952,104709,"2025-08-12"
2953,104710,"2025-09-07"
2954,104715,"2025-09-20"
2955,104716,"2025-09-21"
2956,104721,"2025-08-25"
2957,104722,"2025-09-27"
2958,104725,"2025-10-02"
2959,104729,"2025-11-05"
2960,104730,"2025-10-18"
2961,104731,"2025-12-01"
2962,104733,"2025-05-31"
2963,104734,"2025-03-21"
2964,104736,"2025-05-16"
2965,104738,"2025-12-29"
2966,104739,"2025-10-17"
2967,104740,"2025-09-23"
2968,104741,"2025-04-04"
2969,104742,"2025-09-03"
2970,104743,"2025-12-26"
2971,104744,"2025-11-29"
2972,104746,"2025-06-11"
2973,104747,"2025-06-13"
2974,104754,"2026-02-10"
2975,104756,"2025-05-09"
2976,104757,"2025-11-12"
2977,104759,"2025-06-06"
2978,104760,"2025-05-18"
2979,104762,"2025-03-15"
2980,104765,"2026-02-05"
2981,104766,"2025-06-24"
2982,104767,"2025-08-28"
2983,104768,"2025-05-19"
2984,104770,"2025-03-24"
2985,104771,"2025-07-31"
2986,104772,"2025-05-22"
2987,104774,"2025-12-30"
2988,104776,"2025-10-07"
2989,104777,"2025-08-10"
2990,104778,"2025-03-17"
2991,104779,"2025-10-23"
2992,104782,"2025-11-05"
2993,104783,"2025-12-21"
2994,104785,"2026-02-23"
2995,104789,"2025-08-22"
2996,104790,"2025-03-10"
2997,104792,"2025-07-30"
2998,104793,"2025-05-23"
2999,104794,"2025-08-15"
3000,104797,"2025-10-21"
3001,104798,"2025-08-20"
3002,104799,"2025-09-16"
3003,104800,"2026-01-23"
3004,104801,"2025-08-25"
3005,104802,"2025-05-16"
3006,104803,"2025-12-11"
3007,104804,"2025-07-19"
3008,104805,"2025-12-16"
3009,104806,"2025-10-08"
3010,104807,"2026-01-21"
3011,104808,"2025-09-07"
3012,104812,"2025-09-26"
3013,104816,"2025-10-23"
3014,104817,"2025-09-17"
3015,104820,"2025-03-24"
3016,104821,"2025-11-27"
3017,104822,"2025-06-12"
3018,104823,"2025-08-07"
3019,104824,"2025-10-16"
3020,104825,"2025-07-22"
3021,104826,"2025-09-13"
3022,104827,"2025-04-20"
3023,104828,"2025-12-27"
3024,104829,"2025-08-26"
3025,104831,"2025-11-08"
3026,104834,"2025-12-02"
3027,104838,"2025-03-24"
3028,104840,"2025-06-15"
3029,104844,"2025-03-28"
3030,104845,"2026-02-01"
3031,104851,"2025-08-01"
3032,104852,"2025-07-01"
3033,104853,"2025-08-03"
3034,104854,"2025-04-17"
3035,104855,"2025-11-26"
3036,104858,"2025-04-28"
3037,104859,"2025-07-16"
3038,104860,"2025-06-07"
3039,104861,"2025-09-21"
3040,104863,"2025-06-02"
3041,104864,"2026-02-05"
3042,104870,"2025-08-30"
3043,104871,"2025-03-01"
3044,104872,"2026-02-06"
3045,104873,"2025-05-26"
3046,104874,"2025-07-12"
3047,104876,"2025-08-27"
3048,104878,"2025-07-16"
3049,104880,"2025-12-25"
3050,104881,"2025-07-24"
3051,104882,"2025-07-03"
3052,104884,"2025-09-28"
3053,104885,"2025-06-25"
3054,104887,"2026-01-25"
3055,104889,"2025-12-05"
3056,104890,"2025-07-25"
3057,104891,"2025-03-14"
3058,104892,"2025-09-18"
3059,104894,"2025-04-10"
3060,104896,"2025-09-23"
3061,104897,"2025-10-17"
3062,104898,"2025-10-12"
3063,104899,"2026-02-01"
3064,104901,"2025-06-17"
3065,104902,"2025-08-06"
3066,104904,"2025-02-27"
3067,104907,"2025-07-15"
3068,104908,"2025-08-07"
3069,104909,"2025-04-06"
3070,104910,"2025-10-08"
3071,104912,"2026-01-09"
3072,104914,"2025-10-21"
3073,104916,"2025-10-31"
3074,104917,"2026-01-30"
3075,104919,"2025-09-26"
3076,104920,"2025-09-24"
3077,104922,"2025-11-14"
3078,104923,"2025-12-22"
3079,104925,"2025-07-28"
3080,104926,"2025-08-18"
3081,104930,"2025-03-28"
3082,104931,"2025-12-16"
3083,104932,"2025-09-19"
3084,104933,"2025-05-27"
3085,104936,"2025-12-01"
3086,104937,"2025-03-03"
3087,104940,"2026-01-03"
3088,104942,"2025-07-19"
3089,104944,"2025-05-01"
3090,104945,"2025-05-28"
3091,104947,"2025-07-16"
3092,104952,"2025-06-01"
3093,104953,"2025-08-16"
3094,104958,"2025-12-28"
3095,104959,"2025-09-20"
3096,104960,"2025-09-05"
3097,104961,"2025-06-04"
3098,104962,"2025-12-15"
3099,104965,"2025-09-22"
3100,104967,"2025-03-14"
3101,104968,"2026-01-26"
3102,104970,"2025-10-11"
3103,104974,"2025-06-23"
3104,104976,"2026-02-13"
3105,104978,"2025-12-31"
3106,104979,"2025-12-14"
3107,104980,"2025-08-27"
3108,104982,"2025-08-25"
3109,104983,"2025-12-16"
3110,104984,"2025-09-22"
3111,104985,"2025-12-02"
3112,104989,"2025-09-21"
3113,104993,"2025-03-07"
3114,104996,"2025-06-02"
3115,104999,"2025-05-19"
3116,105000,"2025-03-14"
3117,105001,"2025-08-21"
3118,105002,"2026-02-01"
3119,105003,"2025-11-12"
3120,105004,"2025-11-05"
3121,105005,"2025-05-01"
3122,105006,"2025-12-30"
3123,105009,"2025-09-05"
3124,105010,"2025-09-27"
3125,105011,"2025-05-14"
3126,105012,"2025-04-11"
3127,105014,"2025-04-04"
3128,105016,"2025-07-01"
3129,105018,"2025-12-07"
3130,105019,"2025-08-06"
3131,105021,"2026-02-04"
3132,105023,"2025-12-05"
3133,105025,"2025-09-08"
3134,105027,"2026-01-03"
3135,105029,"2025-12-18"
3136,105030,"2025-06-08"
3137,105031,"2025-10-05"
3138,105032,"2025-06-13"
3139,105033,"2025-02-27"
3140,105034,"2026-02-23"
3141,105036,"2025-07-03"
3142,105037,"2025-08-25"
3143,105038,"2025-08-14"
3144,105039,"2025-06-01"
3145,105040,"2025-04-05"
3146,105043,"2025-12-27"
3147,105045,"2025-10-02"
3148,105046,"2025-05-18"
3149,105048,"2025-05-30"
3150,105050,"2025-11-28"
3151,105052,"2025-12-18"
3152,105053,"2025-11-24"
3153,105056,"2025-08-09"
3154,105058,"2025-11-05"
3155,105059,"2025-04-22"
3156,105064,"2025-04-20"
3157,105065,"2026-01-12"
3158,105066,"2025-04-13"
3159,105067,"2025-12-12"
3160,105068,"2025-10-21"
3161,105070,"2025-11-10"
3162,105071,"2025-02-24"
3163,105072,"2026-02-12"
3164,105076,"2025-07-20"
3165,105077,"2026-02-04"
3166,105078,"2025-05-11"
3167,105079,"2025-12-08"
3168,105080,"2026-01-21"
3169,105082,"2025-10-06"
3170,105083,"2026-01-24"
3171,105084,"2025-05-28"
3172,105085,"2025-11-04"
3173,105086,"2025-07-20"
3174,105087,"2025-12-11"
3175,105090,"2025-12-31"
3176,105091,"2025-10-07"
3177,105092,"2026-01-21"
3178,105093,"2026-01-19"
3179,105094,"2025-08-29"
3180,105095,"2025-07-01"
3181,105096,"2025-03-05"
3182,105097,"2025-03-18"
3183,105098,"2025-03-24"
3184,105100,"2025-04-19"
3185,105101,"2026-01-10"
3186,105103,"2025-12-20"
3187,105104,"2025-05-02"
3188,105106,"2025-03-30"
3189,105107,"2025-05-12"
3190,105109,"2025-09-25"
3191,105111,"2025-12-22"
3192,105112,"2026-02-13"
3193,105113,"2025-10-25"
3194,105114,"2025-04-28"
3195,105116,"2025-03-29"
3196,105117,"2026-01-31"
3197,105118,"2026-02-05"
3198,105119,"2026-01-29"
3199,105122,"2025-11-09"
3200,105123,"2026-01-13"
3201,105127,"2025-08-30"
3202,105128,"2025-04-29"
3203,105129,"2025-10-17"
3204,105131,"2025-05-06"
3205,105132,"2025-12-01"
3206,105134,"2025-10-22"
3207,105135,"2025-05-27"
3208,105136,"2025-09-29"
3209,105137,"2025-07-16"
3210,105139,"2026-01-31"
3211,105142,"2025-03-08"
3212,105143,"2025-11-04"
3213,105146,"2025-07-05"
3214,105148,"2025-08-12"
3215,105149,"2026-01-27"
3216,105150,"2025-06-29"
3217,105151,"2025-11-06"
3218,105156,"2025-04-22"
3219,105157,"2025-05-02"
3220,105158,"2025-03-05"
3221,105159,"2025-07-12"
3222,105160,"2025-10-29"
3223,105161,"2026-01-16"
3224,105162,"2025-08-19"
3225,105163,"2025-05-16"
3226,105164,"2025-10-21"
3227,105166,"2025-05-23"
3228,105169,"2025-05-11"
3229,105170,"2025-09-15"
3230,105171,"2025-08-11"
3231,105172,"2025-07-24"
3232,105173,"2025-06-14"
3233,105174,"2025-07-20"
3234,105177,"2025-12-01"
3235,105179,"2025-06-27"
3236,105180,"2025-12-07"
3237,105181,"2025-03-19"
3238,105182,"2025-10-04"
3239,105183,"2025-05-28"
3240,105184,"2025-11-26"
3241,105185,"2026-02-04"
3242,105186,"2025-08-17"
3243,105188,"2025-07-10"
3244,105189,"2025-06-04"
3245,105191,"2025-09-24"
3246,105192,"2025-11-29"
3247,105193,"2025-11-03"
3248,105194,"2025-12-30"
3249,105195,"2025-08-13"
3250,105198,"2026-01-30"
3251,105200,"2025-04-09"
3252,105202,"2025-05-11"
3253,105203,"2025-09-30"
3254,105204,"2025-04-02"
3255,105205,"2025-05-22"
3256,105208,"2025-11-27"
3257,105210,"2025-07-14"
3258,105211,"2025-05-25"
3259,105212,"2025-04-29"
3260,105213,"2025-04-25"
3261,105214,"2025-10-14"
3262,105215,"2025-03-27"
3263,105216,"2026-01-24"
3264,105217,"2025-11-09"
3265,105219,"2026-02-01"
3266,105226,"2025-06-09"
3267,105228,"2025-11-02"
3268,105232,"2025-05-12"
3269,105233,"2026-01-16"
3270,105234,"2025-04-01"
3271,105235,"2025-04-27"
3272,105237,"2025-12-19"
3273,105238,"2026-01-28"
3274,105240,"2025-12-02"
3275,105241,"2025-12-29"
3276,105245,"2025-09-14"
3277,105246,"2025-03-28"
3278,105248,"2025-05-08"
3279,105249,"2025-05-31"
3280,105251,"2025-06-24"
3281,105252,"2025-09-10"
3282,105253,"2025-12-29"
3283,105254,"2025-08-23"
3284,105255,"2026-01-22"
3285,105256,"2026-01-22"
3286,105261,"2025-10-24"
3287,105263,"2025-07-03"
3288,105267,"2025-05-15"
